OverallQual,Neighborhood,GarageCars,BsmtQual,KitchenQual,ExterQual,GarageArea,FullBath,GarageFinish,Dure_garage,GarageType,Foundation,FireplaceQu,TotRmsAbvGrd,MSSubClass,Dure_house,HeatingQC,BsmtFinType1,Fireplaces,Exterior1st,Exterior2nd,MasVnrType,GrLivArea,MSZoning,OverallCond,HouseStyle,BsmtExposure,SaleCondition,SaleType,GarageCond,2ndFlrSF,TotalBsmtSF,LotShape,GarageQual,CentralAir,HalfBath,LotFrontage,Fence,Electric,OpenPorchSF,Electrical
6,SawyerW,1,Gd,TA,TA,264,2,Unf,31,Attchd,CBlock,TA,5,120,31,TA,Unf,1,Plywood,Plywood,None,918,RL,5,1Story,No,Normal,WD,TA,0,918,Reg,TA,Y,0,55,nonappli,SBrkr,0,SBrkr
6,NAmes,1,TA,TA,TA,364,1,RFn,55,Basment,CBlock,Gd,7,80,38,Ex,BLQ,2,AsbShng,AsbShng,BrkFace,1520,RL,6,SLvl,Av,Normal,WD,TA,0,1156,Reg,TA,Y,0,80,nonappli,SBrkr,0,SBrkr
7,NWAmes,2,TA,TA,TA,544,2,Fin,32,Attchd,CBlock,TA,6,20,32,TA,ALQ,1,Plywood,Plywood,BrkFace,1411,RL,5,1Story,No,Family,WD,TA,0,1386,Reg,TA,Y,0,85,nonappli,SBrkr,0,SBrkr
6,OldTown,2,Gd,TA,TA,396,1,Unf,58,Detchd,BrkTil,Gd,8,75,58,Fa,Rec,1,AsbShng,AsbShng,None,2058,RM,5,2.5Unf,No,Normal,WD,Fa,924,735,Reg,Fa,N,1,60,nonappli,SBrkr,0,SBrkr
6,Edwards,2,Gd,Gd,Gd,432,2,Unf,40,Attchd,CBlock,Gd,8,80,40,TA,Unf,1,Plywood,Plywood,None,2201,RL,7,SLvl,Av,Alloca,WD,Gd,626,697,IR1,Gd,Y,0,313,GdPrv,SBrkr,236,SBrkr
7,Edwards,2,Gd,Gd,Gd,397,2,Fin,5,BuiltIn,PConc,Gd,7,60,4,Ex,Unf,1,VinylSd,VinylSd,Stone,1656,RL,5,2Story,No,Normal,WD,TA,896,746,Reg,TA,Y,1,60,nonappli,SBrkr,128,SBrkr
7,SawyerW,2,Gd,Gd,Gd,514,2,RFn,9,Attchd,PConc,Fa,5,20,9,Ex,GLQ,1,VinylSd,VinylSd,None,1494,RL,5,1Story,Gd,Normal,WD,TA,0,1482,IR3,TA,Y,0,313,nonappli,SBrkr,25,SBrkr
6,SawyerW,2,Gd,TA,TA,476,2,Unf,30,Attchd,CBlock,TA,7,60,29,TA,Unf,1,HdBoard,HdBoard,BrkFace,1564,RL,6,2Story,No,Normal,WD,TA,676,650,Reg,TA,Y,1,70,MnPrv,SBrkr,50,SBrkr
6,NAmes,2,TA,TA,TA,576,1,Unf,28,Detchd,CBlock,nonappli,5,20,36,TA,ALQ,0,Plywood,Plywood,None,981,RL,5,1Story,No,Normal,WD,TA,0,981,IR1,TA,Y,1,313,nonappli,SBrkr,312,SBrkr
6,Crawfor,1,TA,Gd,TA,180,1,Unf,84,Detchd,PConc,TA,7,70,11,TA,Unf,2,Wd Sdng,Wd Sdng,None,1502,RL,7,2Story,No,Normal,WD,TA,602,602,Reg,TA,Y,1,55,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,299,1,Fin,49,Attchd,CBlock,TA,6,20,49,TA,Rec,1,Wd Sdng,Wd Sdng,None,1092,RL,5,1Story,No,Normal,WD,TA,0,1092,IR1,TA,Y,0,69,MnWw,FuseA,0,FuseA
5,SWISU,1,TA,TA,TA,281,1,Unf,41,Detchd,BrkTil,nonappli,6,50,9,Ex,Rec,0,VinylSd,Stucco,None,1520,RH,5,1.5Fin,No,Abnorml,WD,TA,672,793,IR2,TA,Y,0,55,nonappli,SBrkr,0,SBrkr
5,Sawyer,2,TA,TA,TA,564,1,RFn,40,Attchd,CBlock,Fa,6,80,40,Ex,LwQ,2,VinylSd,VinylSd,BrkFace,1320,RL,6,SLvl,Av,Abnorml,WD,TA,0,1164,IR1,TA,Y,0,96,nonappli,SBrkr,68,SBrkr
8,NridgHt,3,Ex,Gd,Gd,862,2,Fin,5,Attchd,PConc,Gd,7,20,4,Ex,GLQ,1,MetalSd,MetalSd,Stone,1836,RL,5,1Story,Mn,Normal,WD,TA,0,1836,IR1,TA,Y,0,107,nonappli,SBrkr,185,SBrkr
7,OldTown,1,TA,TA,Fa,308,1,Unf,47,Detchd,CBlock,Gd,9,190,57,TA,Unf,1,Wd Sdng,Wd Sdng,None,1889,RM,4,2.5Unf,No,Normal,WD,TA,925,925,IR1,TA,N,1,60,MnPrv,FuseF,0,FuseF
5,OldTown,2,TA,TA,TA,720,1,Unf,36,Detchd,BrkTil,Gd,5,30,56,Ex,Rec,1,Stucco,Stucco,None,1130,RL,6,1Story,No,Normal,WD,TA,0,1120,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
7,NoRidge,3,Gd,Gd,Gd,834,2,Fin,11,Attchd,PConc,TA,8,60,10,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2398,RL,5,2Story,No,Normal,WD,TA,1015,1379,IR1,TA,Y,1,95,nonappli,SBrkr,60,SBrkr
6,Crawfor,2,TA,TA,TA,432,1,Unf,30,Detchd,CBlock,Gd,7,50,57,TA,Rec,1,MetalSd,MetalSd,BrkFace,1991,RL,7,1.5Fin,Mn,Normal,WD,Fa,895,854,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
9,Timber,3,Ex,Ex,Ex,765,2,Fin,3,Attchd,PConc,Gd,8,20,3,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1838,RL,5,1Story,Av,Normal,WD,TA,0,1838,Reg,TA,Y,0,85,nonappli,SBrkr,68,SBrkr
6,Sawyer,1,TA,TA,TA,299,1,Fin,41,Attchd,CBlock,nonappli,7,60,41,TA,ALQ,0,HdBoard,HdBoard,Stone,1352,RL,7,2Story,No,Normal,WD,TA,689,663,Reg,TA,Y,1,80,MnPrv,SBrkr,36,SBrkr
7,NoRidge,2,Gd,Gd,Gd,527,2,Fin,14,Attchd,PConc,TA,7,20,14,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1720,RL,5,1Story,No,Normal,WD,TA,0,1720,IR1,TA,Y,0,59,nonappli,SBrkr,56,SBrkr
6,NAmes,2,TA,TA,TA,490,1,Fin,46,Attchd,CBlock,Gd,8,60,46,Ex,Rec,1,HdBoard,HdBoard,BrkFace,1716,RL,6,2Story,No,Normal,WD,TA,858,858,IR1,TA,Y,1,70,nonappli,SBrkr,84,SBrkr
5,Sawyer,1,TA,Gd,TA,264,1,Unf,44,Detchd,CBlock,nonappli,6,20,6,Gd,ALQ,0,HdBoard,Plywood,None,999,RL,7,1Story,No,Normal,WD,TA,0,999,IR1,TA,Y,0,313,nonappli,SBrkr,132,SBrkr
6,Gilbert,2,Gd,TA,Ex,420,2,Fin,16,BuiltIn,PConc,TA,6,60,16,Gd,ALQ,1,VinylSd,VinylSd,BrkFace,1470,RL,8,2Story,No,Normal,WD,TA,790,680,IR2,TA,Y,1,313,nonappli,SBrkr,63,SBrkr
4,Edwards,2,Gd,Gd,TA,451,1,Fin,3,Attchd,PConc,nonappli,5,20,3,Ex,GLQ,0,VinylSd,VinylSd,None,1132,RL,5,1Story,No,Normal,WD,TA,0,1132,Reg,TA,Y,1,60,nonappli,SBrkr,64,SBrkr
6,Edwards,2,Gd,TA,TA,396,2,Fin,53,Detchd,BrkTil,Gd,8,50,58,Ex,Unf,1,Wd Sdng,Wd Sdng,None,1674,RL,7,1.5Fin,Mn,Normal,WD,TA,511,1163,Reg,TA,Y,0,66,nonappli,SBrkr,36,SBrkr
6,NAmes,2,Gd,Gd,Gd,511,2,Fin,10,Attchd,PConc,nonappli,5,120,9,Ex,GLQ,0,MetalSd,MetalSd,None,1337,RH,5,1Story,No,Abnorml,COD,TA,0,1405,Reg,TA,Y,0,34,nonappli,SBrkr,68,SBrkr
7,SawyerW,2,Gd,TA,TA,539,2,Unf,7,Attchd,PConc,nonappli,6,20,6,Ex,Unf,0,VinylSd,VinylSd,BrkFace,1349,RL,5,1Story,No,Normal,WD,TA,0,1349,Reg,TA,Y,0,65,GdPrv,SBrkr,55,SBrkr
5,NAmes,1,TA,TA,TA,672,1,Unf,50,Attchd,CBlock,nonappli,6,20,50,TA,BLQ,0,BrkFace,Plywood,None,1148,RL,5,1Story,No,Normal,WD,TA,0,1148,Reg,TA,Y,0,70,GdPrv,SBrkr,0,SBrkr
6,Sawyer,2,TA,TA,TA,440,2,RFn,31,Attchd,CBlock,TA,7,60,31,Gd,LwQ,1,HdBoard,HdBoard,BrkFace,1683,RL,5,2Story,No,Normal,WD,TA,765,918,Reg,TA,Y,1,70,nonappli,SBrkr,0,SBrkr
4,MeadowV,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,TA,6,160,1,TA,Unf,1,CemntBd,CmentBd,None,1344,RM,6,2Story,No,Normal,WD,nonappli,546,546,Reg,nonappli,Y,1,21,nonappli,SBrkr,0,SBrkr
5,Sawyer,1,TA,TA,TA,349,1,RFn,45,Attchd,CBlock,TA,8,20,45,TA,Unf,1,HdBoard,HdBoard,None,1696,RL,5,1Story,No,Normal,WD,TA,0,1140,IR1,TA,Y,1,40,nonappli,SBrkr,30,SBrkr
5,NAmes,1,nonappli,TA,TA,294,1,RFn,48,Attchd,Slab,nonappli,5,20,48,TA,nonappli,0,MetalSd,MetalSd,None,882,RL,7,1Story,nonappli,Normal,WD,TA,0,0,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
7,Gilbert,2,Gd,Gd,Gd,409,2,Fin,14,Attchd,PConc,TA,7,60,12,Ex,Unf,1,MetalSd,MetalSd,None,1895,RL,5,2Story,No,Normal,WD,TA,809,712,IR1,TA,Y,1,313,nonappli,SBrkr,46,SBrkr
5,NAmes,1,TA,TA,TA,308,1,Unf,47,Detchd,CBlock,nonappli,5,20,47,Gd,Unf,0,MetalSd,MetalSd,None,894,RL,5,1Story,No,Normal,WD,TA,0,894,Reg,TA,N,0,60,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,264,2,RFn,45,Attchd,CBlock,TA,8,60,45,TA,ALQ,1,VinylSd,VinylSd,BrkFace,1812,RL,5,2Story,No,Normal,WD,TA,936,864,Reg,TA,Y,0,69,nonappli,SBrkr,168,SBrkr
7,NWAmes,2,Gd,TA,TA,496,2,Unf,22,Attchd,CBlock,TA,7,60,22,TA,GLQ,1,HdBoard,HdBoard,BrkFace,1714,RL,5,2Story,No,Normal,WD,TA,734,980,Reg,TA,Y,1,80,MnPrv,SBrkr,66,SBrkr
6,SawyerW,2,Gd,Gd,TA,576,1,Unf,4,Detchd,PConc,nonappli,6,20,4,Ex,GLQ,0,VinylSd,VinylSd,None,1114,RL,5,1Story,No,Normal,WD,TA,0,1114,Reg,TA,Y,0,66,nonappli,SBrkr,78,SBrkr
7,Somerst,3,Gd,Gd,Gd,954,2,RFn,0,Attchd,PConc,nonappli,7,20,0,Ex,Unf,0,VinylSd,VinylSd,Stone,1689,RL,6,1Story,Av,Partial,New,TA,0,1689,Reg,TA,Y,0,83,nonappli,SBrkr,56,SBrkr
5,NAmes,1,TA,TA,TA,240,1,Unf,66,Attchd,CBlock,Gd,6,50,57,TA,Rec,1,WdShing,Wd Shng,None,1376,RL,5,1.5Fin,No,Normal,WD,TA,408,768,Reg,TA,Y,0,79,nonappli,SBrkr,0,SBrkr
8,NAmes,2,Gd,Ex,Gd,538,2,Fin,37,Attchd,CBlock,TA,9,80,14,Gd,GLQ,3,Plywood,Wd Sdng,None,2704,RL,7,SLvl,Gd,Normal,WD,TA,704,1952,Reg,TA,Y,1,75,MnPrv,SBrkr,111,SBrkr
8,CollgCr,2,Gd,Ex,Gd,531,2,RFn,8,BuiltIn,PConc,TA,7,60,8,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1872,RL,5,2Story,Av,Normal,WD,TA,573,1299,Reg,TA,Y,1,313,nonappli,SBrkr,122,SBrkr
5,BrkSide,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,4,20,2,Gd,BLQ,0,Wd Sdng,Plywood,None,858,RL,7,1Story,Gd,Normal,WD,nonappli,0,858,IR1,nonappli,Y,0,50,nonappli,SBrkr,0,SBrkr
4,NAmes,2,TA,Gd,TA,660,1,Unf,20,Detchd,CBlock,nonappli,5,20,39,TA,ALQ,0,HdBoard,Plywood,None,864,RL,6,1Story,No,Normal,WD,TA,0,864,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
9,CollgCr,3,Gd,Gd,Gd,702,2,Fin,5,Attchd,PConc,TA,7,20,5,Ex,GLQ,1,VinylSd,VinylSd,Stone,1668,RL,5,1Story,Av,Normal,WD,TA,0,1626,IR1,TA,Y,0,90,nonappli,SBrkr,45,SBrkr
5,Edwards,1,TA,TA,TA,366,1,Unf,90,Basment,BrkTil,nonappli,5,30,60,Fa,ALQ,0,Wd Sdng,Wd Sdng,None,835,RL,5,1Story,No,Abnorml,COD,TA,0,458,Reg,Fa,N,0,85,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,286,1,Unf,52,Attchd,CBlock,nonappli,5,20,52,TA,LwQ,0,Wd Sdng,Wd Sdng,None,1128,RL,5,1Story,No,Family,WD,TA,0,936,Reg,TA,Y,0,75,GdWo,SBrkr,0,SBrkr
6,SWISU,1,TA,TA,TA,240,1,Unf,72,Detchd,BrkTil,nonappli,6,50,58,Ex,Unf,0,MetalSd,MetalSd,None,1639,RL,5,1.5Fin,No,Normal,WD,TA,0,1064,Reg,TA,Y,0,51,nonappli,FuseA,0,FuseA
5,Edwards,2,TA,TA,TA,461,1,Unf,42,Detchd,CBlock,nonappli,6,20,42,Ex,ALQ,0,MetalSd,MetalSd,None,1214,RL,7,1Story,No,Normal,WD,Fa,0,1214,Reg,Fa,Y,0,70,GdPrv,SBrkr,0,SBrkr
6,NWAmes,2,TA,TA,TA,441,1,Unf,41,Attchd,CBlock,nonappli,8,60,41,Ex,Rec,0,MetalSd,MetalSd,None,1556,RL,6,2Story,No,Normal,WD,TA,727,727,Reg,TA,Y,1,78,nonappli,SBrkr,0,SBrkr
7,NridgHt,2,Gd,Gd,Gd,484,2,RFn,1,Attchd,PConc,Gd,6,120,1,Ex,GLQ,1,VinylSd,VinylSd,Stone,1364,RL,5,1Story,Av,Normal,WD,TA,0,1364,IR1,TA,Y,0,43,nonappli,SBrkr,36,SBrkr
7,Gilbert,2,Gd,Gd,TA,642,2,Fin,9,BuiltIn,PConc,TA,8,60,9,Gd,Unf,1,HdBoard,HdBoard,BrkFace,2236,RL,5,2Story,No,Normal,WD,TA,1243,964,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
6,Mitchel,2,Gd,TA,TA,504,1,Unf,29,Attchd,CBlock,nonappli,4,90,29,TA,GLQ,0,Plywood,ImStucc,BrkFace,1004,RL,5,SFoyer,Gd,Normal,WD,TA,0,975,Reg,TA,Y,0,78,nonappli,SBrkr,0,SBrkr
4,Edwards,2,Gd,TA,TA,440,2,RFn,7,Attchd,PConc,nonappli,5,20,6,Ex,Unf,0,VinylSd,VinylSd,None,1121,RM,5,1Story,No,Normal,WD,TA,0,1121,Reg,TA,Y,0,80,nonappli,SBrkr,64,SBrkr
5,Sawyer,2,TA,TA,TA,440,2,RFn,38,Attchd,CBlock,TA,7,20,13,Gd,Rec,1,Plywood,Plywood,None,1721,RL,6,1Story,No,Normal,WD,TA,0,1461,IR1,TA,Y,1,78,MnPrv,SBrkr,96,SBrkr
7,CollgCr,2,Gd,Gd,Gd,440,2,Fin,0,Attchd,PConc,Gd,6,20,0,Ex,Unf,1,VinylSd,VinylSd,None,1316,RL,5,1Story,Av,Partial,New,TA,0,1316,IR1,TA,Y,0,103,nonappli,SBrkr,20,SBrkr
6,NAmes,2,TA,TA,TA,440,2,RFn,41,Attchd,CBlock,TA,6,20,41,Ex,Rec,1,Wd Sdng,Wd Sdng,BrkFace,1324,RL,5,1Story,No,Abnorml,WD,TA,0,1088,Reg,TA,Y,0,84,GdWo,SBrkr,138,SBrkr
8,StoneBr,2,Gd,Gd,Gd,565,1,RFn,25,Attchd,CBlock,Ex,4,120,25,Gd,GLQ,1,HdBoard,HdBoard,None,1360,RL,5,1Story,Av,Abnorml,COD,TA,0,1220,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,NAmes,1,TA,TA,TA,312,1,RFn,51,Attchd,CBlock,nonappli,6,20,51,TA,Unf,0,MetalSd,MetalSd,BrkFace,1194,RL,6,1Story,No,Normal,WD,TA,0,1194,Reg,TA,Y,0,73,nonappli,SBrkr,0,SBrkr
9,StoneBr,3,Ex,Ex,Gd,834,1,Fin,0,Attchd,PConc,Ex,8,20,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,1856,RL,2,1Story,Av,Partial,New,TA,0,1856,Reg,TA,Y,1,88,nonappli,SBrkr,0,SBrkr
5,Sawyer,1,TA,TA,TA,280,1,Unf,40,Detchd,CBlock,nonappli,5,20,43,TA,BLQ,0,MetalSd,MetalSd,BrkFace,900,RL,5,1Story,No,Normal,WD,TA,0,882,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
5,Edwards,1,TA,TA,TA,240,1,Unf,67,Detchd,BrkTil,nonappli,7,50,57,Fa,ALQ,0,MetalSd,MetalSd,None,1134,RL,6,1.5Fin,No,AdjLand,WD,TA,378,756,Reg,TA,N,1,60,nonappli,FuseF,0,FuseF
6,Mitchel,2,Ex,Gd,TA,560,2,Fin,8,BuiltIn,PConc,TA,7,60,7,Ex,ALQ,1,VinylSd,VinylSd,None,1961,RL,5,2Story,No,Normal,WD,TA,1157,804,IR1,TA,Y,1,71,nonappli,SBrkr,192,SBrkr
5,Mitchel,2,TA,TA,TA,816,1,Fin,23,Detchd,PConc,nonappli,4,20,5,Ex,GLQ,0,HdBoard,HdBoard,None,816,RL,8,1Story,No,Normal,WD,TA,0,816,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
5,Sawyer,2,Gd,TA,TA,450,1,Fin,39,Attchd,CBlock,Po,5,20,39,Gd,BLQ,1,VinylSd,VinylSd,None,894,RL,5,1Story,No,Normal,WD,TA,0,894,Reg,TA,Y,0,109,nonappli,SBrkr,0,SBrkr
4,MeadowV,1,TA,TA,TA,286,1,RFn,37,Attchd,CBlock,nonappli,6,160,37,TA,BLQ,0,CemntBd,CmentBd,None,1092,RM,5,2Story,No,Normal,WD,TA,546,546,Reg,TA,Y,1,313,nonappli,SBrkr,96,SBrkr
6,Edwards,2,TA,TA,TA,495,1,RFn,55,Attchd,CBlock,Gd,5,20,55,Ex,Rec,2,Wd Sdng,Wd Sdng,Stone,1094,RL,5,1Story,Mn,Normal,WD,TA,0,1094,IR1,TA,Y,0,85,nonappli,SBrkr,0,SBrkr
6,Crawfor,2,TA,Ex,TA,470,1,Fin,50,Attchd,PConc,Gd,6,20,2,Ex,ALQ,1,Stone,Stone,None,1811,RL,7,1Story,No,Abnorml,WD,TA,0,1073,IR1,TA,Y,0,90,nonappli,SBrkr,0,SBrkr
4,OldTown,0,nonappli,TA,TA,0,2,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,7,190,8,TA,nonappli,0,MetalSd,MetalSd,None,1294,RL,7,2Story,nonappli,Normal,WD,nonappli,600,0,Reg,nonappli,N,0,60,nonappli,FuseA,114,FuseA
7,CollgCr,2,Gd,Gd,TA,645,2,RFn,11,Attchd,PConc,nonappli,8,60,11,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,2034,RL,5,2Story,No,Normal,WD,TA,977,1057,Reg,TA,Y,1,313,GdPrv,SBrkr,36,SBrkr
6,NAmes,1,TA,TA,TA,352,1,RFn,48,Attchd,CBlock,Fa,5,20,48,TA,BLQ,1,MetalSd,MetalSd,BrkFace,1253,RL,5,1Story,No,Normal,WD,TA,0,1253,IR1,TA,Y,1,313,GdWo,SBrkr,213,SBrkr
7,Timber,2,Gd,TA,TA,693,2,Fin,16,Attchd,Wood,nonappli,8,60,15,Ex,LwQ,0,MetalSd,MetalSd,None,2514,RL,5,2Story,No,Normal,WD,TA,1216,1216,IR2,TA,Y,1,313,GdPrv,SBrkr,0,SBrkr
5,NAmes,2,TA,TA,TA,480,1,RFn,43,Attchd,CBlock,Po,6,20,43,Ex,BLQ,1,Plywood,Plywood,BrkFace,1154,RL,6,1Story,Mn,Normal,WD,TA,0,1154,IR1,TA,Y,1,313,MnPrv,SBrkr,58,SBrkr
6,Gilbert,2,Gd,TA,Gd,429,2,RFn,0,Attchd,PConc,nonappli,8,60,0,Gd,Unf,0,VinylSd,VinylSd,None,1456,RL,5,2Story,No,Partial,New,TA,728,728,IR1,TA,Y,1,105,nonappli,SBrkr,0,SBrkr
6,Gilbert,2,Gd,TA,TA,463,2,Fin,9,Attchd,PConc,TA,7,60,9,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1800,RL,5,2Story,No,Normal,WD,TA,793,982,IR1,TA,Y,1,60,nonappli,SBrkr,63,SBrkr
5,OldTown,1,Fa,TA,TA,180,2,Unf,93,Detchd,CBlock,nonappli,8,50,22,Ex,Unf,0,HdBoard,HdBoard,None,1656,RL,7,1.5Fin,No,Normal,WD,Fa,704,660,Reg,Fa,Y,1,60,MnPrv,SBrkr,0,SBrkr
8,NoRidge,3,Gd,Gd,Gd,856,2,RFn,10,Attchd,PConc,Gd,8,60,10,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2365,RL,5,2Story,Mn,Normal,WD,TA,1097,1252,Reg,TA,Y,1,82,nonappli,SBrkr,128,SBrkr
7,CollgCr,2,Gd,Gd,Gd,484,2,Unf,4,Attchd,PConc,nonappli,8,20,4,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1436,RL,5,1Story,Mn,Normal,WD,TA,0,1436,Reg,TA,Y,0,65,nonappli,SBrkr,98,SBrkr
6,Mitchel,2,Gd,TA,TA,539,1,RFn,31,Attchd,PConc,TA,5,80,31,TA,ALQ,2,HdBoard,HdBoard,None,1062,RL,5,SLvl,Av,Normal,WD,TA,0,1029,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
5,OldTown,2,Fa,Gd,TA,566,2,Unf,56,Attchd,CBlock,TA,7,50,17,Gd,ALQ,1,Wd Sdng,Wd Sdng,None,1466,RL,8,1.5Fin,No,Normal,WD,TA,370,796,Reg,TA,Y,0,60,nonappli,SBrkr,21,SBrkr
5,Sawyer,2,TA,Gd,TA,576,1,Unf,23,Detchd,CBlock,nonappli,6,85,15,TA,ALQ,0,HdBoard,HdBoard,None,1155,RL,7,SFoyer,Av,Normal,WD,TA,0,1109,IR1,TA,Y,0,88,MnPrv,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,532,2,RFn,6,Attchd,PConc,nonappli,7,20,5,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1536,RL,5,1Story,Av,Normal,WD,TA,0,1536,Reg,TA,Y,0,70,nonappli,SBrkr,74,SBrkr
5,CollgCr,1,Gd,TA,TA,300,1,Unf,37,Attchd,CBlock,Po,5,20,37,TA,ALQ,1,HdBoard,Plywood,None,971,RL,6,1Story,Gd,Normal,WD,TA,0,971,IR1,TA,Y,1,69,nonappli,SBrkr,0,SBrkr
6,Mitchel,2,TA,TA,TA,588,1,Unf,22,Detchd,CBlock,nonappli,6,80,22,TA,GLQ,0,HdBoard,HdBoard,None,1003,RL,6,SLvl,Av,Normal,WD,TA,0,1003,IR1,TA,Y,0,37,GdPrv,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,478,2,Fin,13,Attchd,PConc,TA,6,20,13,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1504,RL,5,1Story,Gd,Normal,WD,TA,0,1504,Reg,TA,Y,0,73,nonappli,SBrkr,66,SBrkr
5,NAmes,2,TA,TA,TA,400,2,Unf,59,Detchd,CBlock,nonappli,10,90,57,Gd,Rec,0,AsbShng,AsbShng,Stone,1920,RL,5,2Story,No,Normal,WD,Fa,992,928,Reg,TA,Y,0,95,nonappli,FuseA,0,FuseA
7,NWAmes,2,TA,TA,TA,528,1,Unf,34,Attchd,CBlock,TA,6,20,34,Fa,ALQ,1,HdBoard,HdBoard,BrkFace,1242,RL,6,1Story,No,Normal,WD,TA,0,1242,Reg,TA,Y,1,80,nonappli,SBrkr,0,SBrkr
7,Crawfor,1,TA,Gd,Ex,252,2,RFn,69,Attchd,Stone,Gd,9,70,4,Ex,GLQ,2,CemntBd,CmentBd,None,2340,RL,9,2Story,No,Normal,WD,TA,1152,1152,Reg,TA,Y,0,66,GdPrv,SBrkr,60,SBrkr
7,CollgCr,2,Gd,Gd,TA,598,2,RFn,12,Attchd,PConc,nonappli,6,20,12,Ex,Unf,0,VinylSd,VinylSd,BrkFace,1661,RL,5,1Story,No,Normal,WD,TA,0,1649,IR2,TA,Y,0,48,nonappli,SBrkr,34,SBrkr
6,Edwards,1,TA,TA,TA,504,1,RFn,20,Attchd,CBlock,Fa,6,20,31,TA,BLQ,1,HdBoard,HdBoard,BrkFace,1113,RL,7,1Story,No,Normal,WD,Gd,0,1143,IR1,TA,Y,1,313,GdPrv,SBrkr,30,SBrkr
4,BrkSide,1,TA,TA,TA,305,1,Unf,60,Detchd,CBlock,nonappli,5,50,56,TA,ALQ,0,MetalSd,MetalSd,None,1230,RL,7,1.5Fin,No,Abnorml,WD,TA,456,747,IR1,TA,Y,1,51,MnPrv,SBrkr,57,SBrkr
6,Mitchel,2,TA,TA,TA,473,2,Unf,28,Detchd,CBlock,Fa,6,20,31,TA,ALQ,2,Plywood,Plywood,None,1279,RL,6,1Story,No,Normal,WD,TA,0,1196,Reg,TA,Y,0,75,MnPrv,SBrkr,83,SBrkr
9,NridgHt,3,Ex,Ex,Gd,726,2,Fin,5,BuiltIn,PConc,Gd,10,60,4,Ex,GLQ,2,VinylSd,VinylSd,BrkFace,2668,RL,5,2Story,Av,Normal,WD,TA,1096,1572,IR1,TA,Y,1,110,nonappli,SBrkr,0,SBrkr
4,IDOTRR,2,TA,TA,TA,539,1,Unf,47,Detchd,CBlock,nonappli,5,30,59,TA,BLQ,0,MetalSd,MetalSd,None,1208,RM,5,1.5Fin,No,Normal,WD,TA,0,780,Reg,TA,Y,0,52,nonappli,FuseA,23,FuseA
7,CollgCr,2,Gd,Gd,Gd,400,2,Fin,1,Attchd,PConc,Gd,6,20,1,Ex,GLQ,1,VinylSd,VinylSd,None,1310,RL,5,1Story,Av,Partial,New,TA,0,1310,IR1,TA,Y,0,65,nonappli,SBrkr,0,SBrkr
8,StoneBr,3,Ex,Ex,Ex,666,2,Fin,0,BuiltIn,PConc,Gd,10,60,0,Ex,Unf,1,VinylSd,VinylSd,BrkFace,2576,RL,5,2Story,No,Partial,New,TA,1312,1234,IR1,TA,Y,1,82,nonappli,SBrkr,100,SBrkr
5,OldTown,2,Gd,TA,TA,672,1,Unf,27,Detchd,CBlock,nonappli,4,90,27,TA,GLQ,0,MetalSd,MetalSd,BrkFace,936,RM,5,SFoyer,Gd,Normal,WD,TA,0,936,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
6,SWISU,1,Gd,Fa,TA,216,1,Unf,90,Detchd,PConc,nonappli,6,70,60,TA,Unf,0,Wd Sdng,Wd Sdng,None,1647,RL,4,2Story,No,Normal,WD,TA,806,806,Reg,TA,N,1,66,nonappli,FuseF,66,FuseF
